,text,class
1160,i want to play car race video game so bad,1
1161,??? this is creepy........ GUE BARU BILANG SAKIT PUNGGUNG SAMBIL BUKA IG TERUS ADA AD INI??,1
1162,this little maltese doing waku waku and claimed that he's a doberman right away after that ,1
1163,"gue muter dai the flu terus nyokap bilang ""lagu apaansih"" KWKSOAKWOSK",1
1164,"230429 ATEEZ ANCHOR IN SEOUL HQ

- 𝓻𝓸𝓬𝓴𝓼𝓽𝓪𝓻 

#우영 #WOOYOUNG #에이티즈 #ATEEZ",1
1165,song mingi what fhe fauck ,1
1166,Its very serious to him when it comes to body rolls and his gorgeous line,1
1167,"レゼ
 #chainsawman",1
1168,BABY ATEEZ WHAHTT,1
1169,"정답은 ATEEZ

떠오르는 K-pop 곡들을 
한 번에 만나볼 수 있는 K-Pop Rising에서, 
어린이날을 맞아 귀여워진 에이티즈를 만나보세요!
spotify.link/x8LYuAarwzb ",1
1170,this  tiktok trend terrifies me  where’s that girl with the list,1
1171,it supposed to make me feel pumped and energetic but this one’s too much sjdhakjd,1
1172,this doesn’t feel good.. though i consumed a lot of coffee before too but i’ve stopped since 2-3 weeks ago??? so i guess my body have to adapt again....,1
1173,"the effect after consuming a cup of americano,, my heart feels like it is going to explode",1
1174,bjir,1
1175,"another yungi video won't hurt anyone (yes, yes it will) 
https://twitter.com/0717_m/status/1653390604917940224/video/1…",1
1176,ning ning ,1
1177,the way i could write literal essays about yeosang and his insane body control,1
1178,WHt,1
1179,The Sun reports that Taylor Swift and The 1975’s Matty Healy are dating.,1
1180,"230503 pre
오늘도 귀여우느라 고생이 많았어용
#홍중 #HONGJOONG #에이티즈 #ATEEZ #당연한건없어",1
1181,i knew it cocona is a frank ocean and tyler’s listener SHE'S SO,1
1182,"missing a puzzle, i swear is you 

dabin ",1
1183,"please don't
try to find me through my dealer
he won't pick up his phone",1
1184,"please don't try my father either
he ain't been home for years ",1
1185,LAPEEEEEEEEEEEEEEER,1
1186,TF wow gue mau main lagi cuman buat baizhu my beloved,1
1187,lol,1
1188,gue laper bjir,1
1189,udang mode ,1
1190,SAKIT PUNGGUNG,1
1191,SAKIT PUNGGUNG,1
1192,mamah,1
1193,WOW wow WOW,1
1194,jongho 2.0,1
1195,"Ateez as kevin hart : a thread  
(inspired by 
@rnmarus
 )",1
1196,he's so,1
1197,"From this                                   To this

KIM HONGJOONG I'M CRYIN",1
1198,i love how eunchae is so delightful HER SMILE,1
1199,where the hell is nile rodgers at,1
1200,"I  AM SO EXCITED CUZ HE PRODUCED GET LUCKY, MATERIAL GIRL AND MANY MORE AND NOW FEATURING LE SSERAFIM??",1
1201,mana cok,1
1202,HSHAHSHAHSHSH,1
1203,romance  x.com/kucingmonas/st…,1
1204,semoga duit gue balik dengan nominal yang sama amin,1
1205,puji Tuhan,1
1206,ni awoakwokw,1
1207,pas keluar tuo,1
1208,buset,1
1209,anjingggggggg,1
1210,"Jawabannya adalah lima, sayang, pinter.",1
1211,that one toji fanfic,1
1212,toji31 YAGAZI,1
1213,tf,1
1214,"6 years ago today, Triple H released ""365 FRESH"".",1
1215,kemarinan april mop pake bindo kirain mau ke indo,1
1216, sebuah Gambaran...,1
1217,dahlah gue ke hongkong sekalian aja,1
1218,"[] ATEEZ WORLD TOUR [THE FELLOWSHIP : BREAK THE WALL] IN ASIA 
⠀
 7.8TAIPEI
 7.15HONG KONG
 8.5BANGKOK
 9.9SINGAPORE",1
1219,사실 예전에 트위 님한테 지박소년 떵화 커미션 맡겼던 적 있어 、、、행복한 오타쿠,1
1220,:o hujan,1
1221,"230430  pre.

#에이티즈 #민기 #송민기
#ATEEZ #MINGI #SONGMINGI",1
1222,,1
1223,cowboy martial arts apa gimana,1
1224,pusing tapi sampe at one point yang penting match ajalah ga mikirin apa-apa lagi jadi udah ga pusing.. tergantung mood & jam siap-siapnya juga  https://x.com/haecji/status//haecji/status/1652684576089845761…,1
1225,"[] TODAY ATEEZ
⠀
행복이란 콘서트 다음 날에도 ATINY를 볼 수 있다는 것
비 오는 날에도 함께해줘서 고마워요
⠀
#TODAY_ATEEZ #ATEEZ #에이티즈",1
1226,how’d this taste like :o,1
1227,"it literally smells like tapiocas (well no shit), not bad but i still prefer caramel popcorn rather than this",1
1228,"[#여상] 티니이이이이이이 오늘 하루도 다들 고생 많았구 너무 감사했습니다 우리 앞으로도 함께해요ㅎㅎ
사랑합니다
#ATEEZ #에이티즈",1
1229,THIS,1
1230,ateez in their next mv:,1
1231,ateez in their next mv:,1
1232,"WANTED

#ATEEZfanart",1
1233,에이티즈 오빠들 싸펑 존x 섹시해요...,1
1234,"230429 ANCHOR IN SEOUL DAY2

뽀뽀쟁이

#여상 #YEOSANG
#에이티즈 #ATEEZ 
#도베르만증거사진들ㅎㅎ",1
1235,WE GOT YOU ATEEZ ,1
1236,T_T,1
1237,"230429

너무 귀여워!!!!!!

#TheFellowship #Break_The_Wall
#ATEEZ #에이티즈 #여상 #종호",1
1238,the butt slap tho ,1
1239,종호 고음이 진짜로 지릴 것 같아 애들아...........,1
1240,"in that outfit,,,",1
1241,aurora seonghwa ,1
1242,하 미친 진짜 더링 개미쳤음 진실로,1
1243,깜고 겸 여우 우영잉,1
1244,더링 여상이,1
1245,"#성화 
너무 아름다워 성화야 ♡",1
1246,각성할라할라 #성화,1
1247,맹수잖아,1
1248,WWWWWWWWWW,1
1249,"☆・*。
   　　・゜
　       °。+ * 。
　　　　　.・゜
　　　　　゜｡ﾟﾟ･｡･ﾟﾟ。
　　　　　　ﾟ。　 　｡ﾟ
　　　　　　　ﾟ･｡･ﾟ",1
1250,ok,1
1251,"[] WANTED: dangerous fugitives disappeared 

#ATEEZ #에이티즈 @ATEEZofficial",1
1252,,1
1253,"[] ATEEZ will release a new album in june and start their comeback activities

#ATEEZ #에이티즈 @ATEEZofficial",1
1254,"[#정훈] Good morning!!
¯ㅅ¯ ㅅ 
#xikers #싸이커스",1
1255,MINGI UDAH GILA,1
1256,"230428 ANCHOR IN SEOUL DAY1

니가 제일 예뻐

#여상 #YEOSANG
#에이티즈 #ATEEZ 
#도베르만증거사진들ㅎㅎ",1
1257,LITTLE BABY,1
